species,Phylum,window_label,cell_id,n_obs,tgb,n_corr,p_corr
Procambarus clarkii,Arthropoda,2015-2019,7769,3,92,0.6618718473872812,0.03260869565217391
Procambarus clarkii,Arthropoda,2015-2019,7771,2,15,0.7213475204444817,0.13333333333333333
Procambarus clarkii,Arthropoda,2015-2019,7777,1,58,0.2452460618098304,0.017241379310344827
Procambarus clarkii,Arthropoda,2015-2019,7785,4,29,1.1760564151808242,0.13793103448275862
Procambarus clarkii,Arthropoda,2015-2019,7849,4,234,0.7326563508598212,0.017094017094017096
Procambarus clarkii,Arthropoda,2015-2019,7913,1,48,0.25694917118487537,0.020833333333333332
Procambarus clarkii,Arthropoda,2015-2019,7979,3,173,0.5815018110886992,0.017341040462427744
Procambarus clarkii,Arthropoda,2015-2019,7985,1,90,0.22168724132403095,0.011111111111111112
Procambarus clarkii,Arthropoda,2015-2019,8039,5,904,0.7344371004348401,0.0055309734513274336
Procambarus clarkii,Arthropoda,2015-2019,8081,1,16,0.35295612386476116,0.0625
Procambarus clarkii,Arthropoda,2015-2019,8114,1,34,0.28126641406272834,0.029411764705882353
Procambarus clarkii,Arthropoda,2015-2019,8118,1,528,0.1594644944519005,0.001893939393939394
Procambarus clarkii,Arthropoda,2015-2019,8119,8,227,1.4734740697546278,0.03524229074889868
Procambarus clarkii,Arthropoda,2015-2019,8174,1,614,0.1557238900539657,0.0016286644951140066
Procambarus clarkii,Arthropoda,2015-2019,8175,2,168,0.3898712452512801,0.011904761904761904
Procambarus clarkii,Arthropoda,2015-2019,8178,2,2,1.8204784532536746,1
Procambarus clarkii,Arthropoda,2015-2019,8207,1,23,0.31465798044412485,0.043478260869565216
Procambarus clarkii,Arthropoda,2015-2019,8215,2,27,0.6002032570008262,0.07407407407407407
Procambarus clarkii,Arthropoda,2015-2019,8235,1,13,0.3789231816899512,0.07692307692307693
Procambarus clarkii,Arthropoda,2015-2019,8247,1,12,0.3898712452512801,0.08333333333333333
Procambarus clarkii,Arthropoda,2015-2019,8251,1,359,0.16989166257627808,0.002785515320334262
Procambarus clarkii,Arthropoda,2015-2019,8254,1,127,0.20609929155556622,0.007874015748031496
Procambarus clarkii,Arthropoda,2015-2019,8255,1,100,0.21667906533553166,0.01
Procambarus clarkii,Arthropoda,2015-2019,8312,2,671,0.3072074709464271,0.0029806259314456036
Procambarus clarkii,Arthropoda,2015-2019,8330,1,198,0.18891789404024137,0.005050505050505051
Procambarus clarkii,Arthropoda,2015-2019,8353,2,532,0.3185463367700011,0.0037593984962406013
Procambarus clarkii,Arthropoda,2015-2019,8380,1,25,0.30692767643013485,0.04
Procambarus clarkii,Arthropoda,2015-2019,8383,1,9,0.43429448190325176,0.1111111111111111
Procambarus clarkii,Arthropoda,2015-2019,8384,1,7,0.48089834696298783,0.14285714285714285
Procambarus clarkii,Arthropoda,2015-2019,8387,1,62,0.24136313830927508,0.016129032258064516
Procambarus clarkii,Arthropoda,2015-2019,8390,1,47,0.25831776680732876,0.02127659574468085
Procambarus clarkii,Arthropoda,2015-2019,8449,3,38,0.8188752612281922,0.07894736842105263
Procambarus clarkii,Arthropoda,2015-2019,8525,13,495,2.0945526411790487,0.026262626262626262
Procambarus clarkii,Arthropoda,2015-2019,8587,1,13,0.3789231816899512,0.07692307692307693
Procambarus clarkii,Arthropoda,2015-2019,8612,1,86,0.2239186238120062,0.011627906976744186
Procambarus clarkii,Arthropoda,2015-2019,8641,1,771,0.1503989056488744,0.0012970168612191958
Procambarus clarkii,Arthropoda,2015-2019,8655,1,34,0.28126641406272834,0.029411764705882353
Procambarus clarkii,Arthropoda,2015-2019,8657,1,92,0.22062394912909372,0.010869565217391304
Procambarus clarkii,Arthropoda,2015-2019,8660,10,504,1.6065396627924597,0.01984126984126984
Procambarus clarkii,Arthropoda,2015-2019,8766,2,622,0.31082221476842886,0.003215434083601286
Procambarus clarkii,Arthropoda,2015-2019,8786,5,58,1.226230309049152,0.08620689655172414
Procambarus clarkii,Arthropoda,2015-2019,8793,1,394,0.1672552444253863,0.0025380710659898475
Procambarus clarkii,Arthropoda,2015-2019,8794,6,864,0.8872157305493186,0.006944444444444444
Procambarus clarkii,Arthropoda,2015-2019,8796,7,382,1.1768592506151792,0.01832460732984293
Procambarus clarkii,Arthropoda,2015-2019,8825,1,838,0.14853961701456606,0.0011933174224343676
Procambarus clarkii,Arthropoda,2015-2019,8922,6,37,1.6494454664549614,0.16216216216216217
Procambarus clarkii,Arthropoda,2015-2019,8923,1,9,0.43429448190325176,0.1111111111111111
Procambarus clarkii,Arthropoda,2015-2019,8924,6,42,1.5952355140491121,0.14285714285714285
Procambarus clarkii,Arthropoda,2015-2019,8926,8,298,1.4033995595261215,0.026845637583892617
Procambarus clarkii,Arthropoda,2015-2019,8928,2,52,0.5037412975033994,0.038461538461538464
Procambarus clarkii,Arthropoda,2015-2019,8929,1,197,0.18909786404425666,0.005076142131979695
Procambarus clarkii,Arthropoda,2015-2019,8931,1,1048,0.1437692021802529,9.541984732824427e-4
Procambarus clarkii,Arthropoda,2015-2019,8961,1,3138,0.12419799830585772,3.1867431485022306e-4
Procambarus clarkii,Arthropoda,2015-2019,9034,1,3106,0.12435625570624732,3.219575016097875e-4
Procambarus clarkii,Arthropoda,2015-2019,9044,1,6,0.5138983423697507,0.16666666666666666
Procambarus clarkii,Arthropoda,2015-2019,9052,2,1,2.8853900817779268,1
Procambarus clarkii,Arthropoda,2015-2019,9053,1,9,0.43429448190325176,0.1111111111111111
Procambarus clarkii,Arthropoda,2015-2019,9055,1,22,0.318928988903801,0.045454545454545456
Procambarus clarkii,Arthropoda,2015-2019,9058,2,20,0.6569174775061022,0.1
Procambarus clarkii,Arthropoda,2015-2019,9060,1,405,0.16649037667746924,0.0024691358024691358
Procambarus clarkii,Arthropoda,2015-2019,9061,7,467,1.1384949329002376,0.014989293361884369
Procambarus clarkii,Arthropoda,2015-2019,9064,4,96,0.8743721775640131,0.041666666666666664
Procambarus clarkii,Arthropoda,2015-2019,9065,6,406,0.9985332901572067,0.014778325123152709
Procambarus clarkii,Arthropoda,2015-2019,9067,31,1960,4.089057117622789,0.015816326530612244
Procambarus clarkii,Arthropoda,2015-2019,9068,1,301,0.17511825244545517,0.0033222591362126247
Procambarus clarkii,Arthropoda,2015-2019,9097,1,14,0.36926937306885504,0.07142857142857142
Procambarus clarkii,Arthropoda,2015-2019,9160,1,17,0.3459762562611936,0.058823529411764705
Procambarus clarkii,Arthropoda,2015-2019,9181,3,833,0.4460148526734091,0.003601440576230492
Procambarus clarkii,Arthropoda,2015-2019,9191,1,20,0.3284587387530511,0.05
Procambarus clarkii,Arthropoda,2015-2019,9196,4,251,0.7234019890108114,0.01593625498007968
Procambarus clarkii,Arthropoda,2015-2019,9197,12,286,2.1203353138179883,0.04195804195804196
Procambarus clarkii,Arthropoda,2015-2019,9199,1,12,0.3898712452512801,0.08333333333333333
Procambarus clarkii,Arthropoda,2015-2019,9201,2,319,0.3467213425637008,0.006269592476489028
Procambarus clarkii,Arthropoda,2015-2019,9203,10,197,1.8909786404425664,0.050761421319796954
Procambarus clarkii,Arthropoda,2015-2019,9304,1,200,0.18856166434639035,0.005
Procambarus clarkii,Arthropoda,2015-2019,9333,2,268,0.35748046043839615,0.007462686567164179
Procambarus clarkii,Arthropoda,2015-2019,9336,1,68,0.23617733727628992,0.014705882352941176
Procambarus clarkii,Arthropoda,2015-2019,9337,8,40,2.154260064515128,0.2
Procambarus clarkii,Arthropoda,2015-2019,9339,1,70,0.23459420572161058,0.014285714285714285
Procambarus clarkii,Arthropoda,2015-2019,9340,4,90,0.8867489652961238,0.044444444444444446
Procambarus clarkii,Arthropoda,2015-2019,9406,1,115,0.2103673139243114,0.008695652173913044
Procambarus clarkii,Arthropoda,2015-2019,9473,1,111,0.2119318086698044,0.009009009009009009
Procambarus clarkii,Arthropoda,2015-2019,9476,1,20,0.3284587387530511,0.05
Procambarus clarkii,Arthropoda,2015-2019,9593,1,4,0.6213349345596119,0.25
Procambarus clarkii,Arthropoda,2015-2019,9603,3,9,1.3028834457097553,0.3333333333333333
Procambarus clarkii,Arthropoda,2015-2019,9609,2,2549,0.2549768732496956,7.846214201647705e-4
Procambarus clarkii,Arthropoda,2015-2019,9612,9,322,1.5577261310490182,0.027950310559006212
Procambarus clarkii,Arthropoda,2015-2019,9678,1,107,0.21357795232369067,0.009345794392523364
Procambarus clarkii,Arthropoda,2015-2019,9740,2,247,0.3627506751386159,0.008097165991902834
Procambarus clarkii,Arthropoda,2015-2019,9743,1,105,0.21443402172070247,0.009523809523809525
Procambarus clarkii,Arthropoda,2015-2019,9745,2,405,0.3329807533549385,0.0049382716049382715
Procambarus clarkii,Arthropoda,2015-2019,9747,1,469,0.16252940760139617,0.0021321961620469083
Procambarus clarkii,Arthropoda,2015-2019,9748,2,450,0.3272536510295333,0.0044444444444444444
Procambarus clarkii,Arthropoda,2015-2019,9749,6,402,1.0001772710950243,0.014925373134328358
Procambarus clarkii,Arthropoda,2015-2019,9815,1,337,0.17173143024266865,0.002967359050445104
Procambarus clarkii,Arthropoda,2015-2019,9832,2,61,0.4845977410493622,0.03278688524590164
Procambarus clarkii,Arthropoda,2015-2019,9879,1,703,0.15251392462592742,0.001422475106685633
Procambarus clarkii,Arthropoda,2015-2019,9881,1,1853,0.13288858631093237,5.396654074473826e-4
Procambarus clarkii,Arthropoda,2015-2019,9882,3,219,0.5562119323624524,0.0136986301369863
Procambarus clarkii,Arthropoda,2015-2019,9885,11,564,1.7358848841200356,0.01950354609929078
Procambarus clarkii,Arthropoda,2015-2019,9946,1,31,0.28853900817779266,0.03225806451612903
Procambarus clarkii,Arthropoda,2015-2019,9953,1,462,0.16292676282081378,0.0021645021645021645
Procambarus clarkii,Arthropoda,2015-2019,9961,1,28,0.2969742043733701,0.03571428571428571
Procambarus clarkii,Arthropoda,2015-2019,9966,1,393,0.16732618535571803,0.002544529262086514
Procambarus clarkii,Arthropoda,2015-2019,9971,2,205,0.3753840999000493,0.00975609756097561
Procambarus clarkii,Arthropoda,2015-2019,10013,5,391,0.8373439541173185,0.01278772378516624
Procambarus clarkii,Arthropoda,2015-2019,10015,1,273,0.17815378182121677,0.003663003663003663
Procambarus clarkii,Arthropoda,2015-2019,10017,3,1357,0.4158714103173634,0.002210759027266028
Procambarus clarkii,Arthropoda,2015-2019,10021,2,518,0.3199025508669887,0.003861003861003861
Procambarus clarkii,Arthropoda,2015-2019,10079,1,22,0.318928988903801,0.045454545454545456
Procambarus clarkii,Arthropoda,2015-2019,10142,1,6,0.5138983423697507,0.16666666666666666
Procambarus clarkii,Arthropoda,2015-2019,10157,3,981,0.4354394717669444,0.0030581039755351682
Procambarus clarkii,Arthropoda,2015-2019,10227,1,9,0.43429448190325176,0.1111111111111111
Procambarus clarkii,Arthropoda,2015-2019,10251,3,1626,0.4057073225304901,0.0018450184501845018
Procambarus clarkii,Arthropoda,2015-2019,10277,5,4,3.1066746727980594,1
Procambarus clarkii,Arthropoda,2015-2019,10278,16,4,9.94135895295379,1
Procambarus clarkii,Arthropoda,2015-2019,10286,1,89,0.2222316216158104,0.011235955056179775
Procambarus clarkii,Arthropoda,2015-2019,10291,1,1068,0.14337988726573253,9.363295880149813e-4
Procambarus clarkii,Arthropoda,2015-2019,10353,10,246,1.8150835245207098,0.04065040650406504
Procambarus clarkii,Arthropoda,2015-2019,10362,1,38,0.2729584204093974,0.02631578947368421
Procambarus clarkii,Arthropoda,2015-2019,10490,1,548,0.15852637831706057,0.0018248175182481751
Procambarus clarkii,Arthropoda,2015-2019,10492,1,106,0.21400313074278354,0.009433962264150943
Procambarus clarkii,Arthropoda,2015-2019,10494,2,352,0.3409206324129382,0.005681818181818182
Procambarus clarkii,Arthropoda,2015-2019,10507,3,365,0.5082477312327418,0.00821917808219178
Procambarus clarkii,Arthropoda,2015-2019,10509,1,487,0.1615426572698488,0.002053388090349076
Procambarus clarkii,Arthropoda,2015-2019,10694,1,350,0.170625571701647,0.002857142857142857
Procambarus clarkii,Arthropoda,2015-2019,10773,2,79,0.4564098228373374,0.02531645569620253
Procambarus clarkii,Arthropoda,2015-2019,10775,1,107,0.21357795232369067,0.009345794392523364
Procambarus clarkii,Arthropoda,2015-2019,10828,3,30,0.8736200286598874,0.1
Procambarus clarkii,Arthropoda,2015-2019,10830,3,167,0.5854842095024607,0.017964071856287425
Procambarus clarkii,Arthropoda,2015-2019,10831,1,584,0.15694615804860262,0.0017123287671232876
Procambarus clarkii,Arthropoda,2015-2019,10912,70,444,11.479033668827933,0.15765765765765766
Procambarus clarkii,Arthropoda,2015-2019,10913,109,156,21.55749625239815,0.6987179487179487
Procambarus clarkii,Arthropoda,2015-2019,10917,1,1155,0.1417892460256667,8.658008658008658e-4
Procambarus clarkii,Arthropoda,2015-2019,11050,170,1096,24.284553968770823,0.1551094890510949
Procambarus clarkii,Arthropoda,2015-2019,11051,9,154,1.7845015622037448,0.05844155844155844
Procambarus clarkii,Arthropoda,2015-2019,11052,25,76,5.75532225136628,0.32894736842105265
Procambarus clarkii,Arthropoda,2015-2019,11053,4,229,0.735553818318999,0.017467248908296942
Procambarus clarkii,Arthropoda,2015-2019,11070,1,98,0.21762218018550925,0.01020408163265306
Procambarus clarkii,Arthropoda,2015-2019,11186,172,4207,20.61177978301926,0.04088424055146185
Procambarus clarkii,Arthropoda,2015-2019,11322,60,96,13.115582663460197,0.625
Procambarus clarkii,Arthropoda,2015-2019,11609,1,93,0.2201045822301589,0.010752688172043012
Procambarus clarkii,Arthropoda,2015-2019,11610,2,107,0.42715590464738135,0.018691588785046728
Procambarus clarkii,Arthropoda,2015-2019,11611,1,451,0.16356754744281482,0.0022172949002217295
Procambarus clarkii,Arthropoda,2015-2019,11743,1,28,0.2969742043733701,0.03571428571428571
Procambarus clarkii,Arthropoda,2015-2019,11877,1,387,0.1677569374670613,0.002583979328165375
Procambarus clarkii,Arthropoda,2015-2019,11879,1,383,0.1680490789293225,0.0026109660574412533
Procambarus clarkii,Arthropoda,2015-2019,11880,1,93,0.2201045822301589,0.010752688172043012
Procambarus clarkii,Arthropoda,2015-2019,12007,1,58,0.2452460618098304,0.017241379310344827
Procambarus clarkii,Arthropoda,2015-2019,12155,1,1103,0.1427206361381041,9.066183136899365e-4
Procambarus clarkii,Arthropoda,2015-2019,12414,5,309,0.8716006250277953,0.016181229773462782
Procambarus clarkii,Arthropoda,2015-2019,12550,7,331,1.205828983732747,0.021148036253776436
Procambarus clarkii,Arthropoda,2015-2019,12686,2,314,0.3476705337889124,0.006369426751592357
Procambarus clarkii,Arthropoda,2015-2019,12690,6,4482,0.7136020373065425,0.0013386880856760374
Procambarus clarkii,Arthropoda,2020-2024,1129,1,162,0.19631901066558333,0.006172839506172839
Procambarus clarkii,Arthropoda,2020-2024,1261,1,177,0.1929837459041747,0.005649717514124294
Procambarus clarkii,Arthropoda,2020-2024,1393,3,1912,0.39701298181265227,0.0015690376569037657
Procambarus clarkii,Arthropoda,2020-2024,1402,2,270,0.3570077793683676,0.007407407407407408
Procambarus clarkii,Arthropoda,2020-2024,1525,1,137,0.20295281385904423,0.0072992700729927005
Procambarus clarkii,Arthropoda,2020-2024,1528,1,1756,0.13384438531452056,5.694760820045558e-4
Procambarus clarkii,Arthropoda,2020-2024,1529,30,1543,4.0860067758019945,0.019442644199611146
Procambarus clarkii,Arthropoda,2020-2024,1530,5,1634,0.6757306396669636,0.0030599755201958386
Procambarus clarkii,Arthropoda,2020-2024,1549,1,1545,0.13617621649562187,6.472491909385113e-4
Procambarus clarkii,Arthropoda,2020-2024,1659,4,45,1.0447570262568968,0.08888888888888889
Procambarus clarkii,Arthropoda,2020-2024,1660,3,15,1.0820212806667227,0.2
Procambarus clarkii,Arthropoda,2020-2024,1665,3,61,0.7268966115740433,0.04918032786885246
Procambarus clarkii,Arthropoda,2020-2024,1685,3,773,0.45102121077749957,0.0038809831824062097
Procambarus clarkii,Arthropoda,2020-2024,1686,1,677,0.15339429465719767,0.0014771048744460858
Procambarus clarkii,Arthropoda,2020-2024,1687,1,514,0.1601494668397962,0.0019455252918287938
Procambarus clarkii,Arthropoda,2020-2024,1794,2,71,0.46765399597295326,0.028169014084507043
Procambarus clarkii,Arthropoda,2020-2024,1804,2,502,0.32151290236307795,0.00398406374501992
Procambarus clarkii,Arthropoda,2020-2024,1806,8,1592,1.0849849287113698,0.005025125628140704
Procambarus clarkii,Arthropoda,2020-2024,1822,1,441,0.16416830195132148,0.0022675736961451248
Procambarus clarkii,Arthropoda,2020-2024,1823,4,1318,0.5567441151067833,0.0030349013657056147
Procambarus clarkii,Arthropoda,2020-2024,1934,1,873,0.1476433091794241,0.001145475372279496
Procambarus clarkii,Arthropoda,2020-2024,1939,3,68,0.7085320118288697,0.04411764705882353
Procambarus clarkii,Arthropoda,2020-2024,1942,2,1386,0.27643788258093727,0.001443001443001443
Procambarus clarkii,Arthropoda,2020-2024,1956,2,489,0.3228719907276415,0.00408997955010225
Procambarus clarkii,Arthropoda,2020-2024,1957,3,2764,0.3785586446102253,0.001085383502170767
Procambarus clarkii,Arthropoda,2020-2024,2078,5,766,0.7527301369979125,0.006527415143603133
Procambarus clarkii,Arthropoda,2020-2024,2079,6,559,0.948176349584843,0.01073345259391771
Procambarus clarkii,Arthropoda,2020-2024,2093,1,178,0.19277532796462654,0.0056179775280898875
Procambarus clarkii,Arthropoda,2020-2024,2214,1,658,0.1540660289541429,0.001519756838905775
Procambarus clarkii,Arthropoda,2020-2024,2215,1,79,0.2282049114186687,0.012658227848101266
Procambarus clarkii,Arthropoda,2020-2024,2243,4,417,0.6627474617756755,0.009592326139088728
Procambarus clarkii,Arthropoda,2020-2024,2245,3,858,0.44406492209015075,0.0034965034965034965
Procambarus clarkii,Arthropoda,2020-2024,2340,4,833,0.5946864702312122,0.004801920768307323
Procambarus clarkii,Arthropoda,2020-2024,2341,1,537,0.15903665618939594,0.00186219739292365
Procambarus clarkii,Arthropoda,2020-2024,2349,8,295,1.405886581368926,0.02711864406779661
Procambarus clarkii,Arthropoda,2020-2024,2350,4,191,0.76081854893906,0.020942408376963352
Procambarus clarkii,Arthropoda,2020-2024,2380,3,144,0.6028050032953673,0.020833333333333332
Procambarus clarkii,Arthropoda,2020-2024,2381,9,453,1.4710456059575625,0.019867549668874173
Procambarus clarkii,Arthropoda,2020-2024,2476,3,263,0.538024997091025,0.011406844106463879
Procambarus clarkii,Arthropoda,2020-2024,2484,1,1,1.4426950408889634,1
Procambarus clarkii,Arthropoda,2020-2024,2485,1,1,1.4426950408889634,1
Procambarus clarkii,Arthropoda,2020-2024,2497,1,193,0.1898304718549614,0.0051813471502590676
Procambarus clarkii,Arthropoda,2020-2024,2523,1,299,0.17532225403814608,0.0033444816053511705
Procambarus clarkii,Arthropoda,2020-2024,2524,4,540,0.6355845404174563,0.007407407407407408
Procambarus clarkii,Arthropoda,2020-2024,2659,32,1069,4.58754137500639,0.029934518241347054
Procambarus clarkii,Arthropoda,2020-2024,2660,12,1059,1.7226469041281274,0.0113314447592068
Procambarus clarkii,Arthropoda,2020-2024,2661,7,303,1.2244124684367377,0.0231023102310231
Procambarus clarkii,Arthropoda,2020-2024,2662,11,416,1.8232790972313144,0.026442307692307692
Procambarus clarkii,Arthropoda,2020-2024,2749,2,479,0.32395032259636697,0.0041753653444676405
Procambarus clarkii,Arthropoda,2020-2024,2756,1,23,0.31465798044412485,0.043478260869565216
Procambarus clarkii,Arthropoda,2020-2024,2758,2,68,0.47235467455257985,0.029411764705882353
Procambarus clarkii,Arthropoda,2020-2024,2795,1,202,0.18821028282068325,0.0049504950495049506
Procambarus clarkii,Arthropoda,2020-2024,2796,3,3250,0.3709786874682105,9.230769230769231e-4
Procambarus clarkii,Arthropoda,2020-2024,2797,1,78,0.22886186853915486,0.01282051282051282
Procambarus clarkii,Arthropoda,2020-2024,2798,8,120,1.6681295656969852,0.06666666666666667
Procambarus clarkii,Arthropoda,2020-2024,2805,7,1072,1.0031220392743498,0.0065298507462686565
Procambarus clarkii,Arthropoda,2020-2024,2883,2,1956,0.26388120814891064,0.0010224948875255625
Procambarus clarkii,Arthropoda,2020-2024,2890,2,137,0.40590562771808847,0.014598540145985401
Procambarus clarkii,Arthropoda,2020-2024,2892,1,350,0.170625571701647,0.002857142857142857
Procambarus clarkii,Arthropoda,2020-2024,2929,1,16,0.35295612386476116,0.0625
Procambarus clarkii,Arthropoda,2020-2024,2931,3,1246,0.42084613961491274,0.002407704654895666
Procambarus clarkii,Arthropoda,2020-2024,2933,1,37,0.2749075777424936,0.02702702702702703
Procambarus clarkii,Arthropoda,2020-2024,2934,4,146,0.8015337208636559,0.0273972602739726
Procambarus clarkii,Arthropoda,2020-2024,2936,2,105,0.42886804344140494,0.01904761904761905
Procambarus clarkii,Arthropoda,2020-2024,2938,4,309,0.6972805000222363,0.012944983818770227
Procambarus clarkii,Arthropoda,2020-2024,2940,1,411,0.1660847238049714,0.0024330900243309003
Procambarus clarkii,Arthropoda,2020-2024,3019,5,3037,0.6235226656789559,0.0016463615409944023
Procambarus clarkii,Arthropoda,2020-2024,3020,2,234,0.3663281754299106,0.008547008547008548
Procambarus clarkii,Arthropoda,2020-2024,3021,1,86,0.2239186238120062,0.011627906976744186
Procambarus clarkii,Arthropoda,2020-2024,3024,1,14,0.36926937306885504,0.07142857142857142
Procambarus clarkii,Arthropoda,2020-2024,3027,4,22,1.275715955615204,0.18181818181818182
Procambarus clarkii,Arthropoda,2020-2024,3033,1,459,0.16309950410660812,0.002178649237472767
Procambarus clarkii,Arthropoda,2020-2024,3035,1,923,0.14644049851696134,0.0010834236186348862
Procambarus clarkii,Arthropoda,2020-2024,3067,8,117,1.6769081651244198,0.06837606837606838
Procambarus clarkii,Arthropoda,2020-2024,3070,11,191,2.092251009582415,0.05759162303664921
Procambarus clarkii,Arthropoda,2020-2024,3072,2,106,0.4280062614855671,0.018867924528301886
Procambarus clarkii,Arthropoda,2020-2024,3155,1,307,0.17451703074550312,0.003257328990228013
Procambarus clarkii,Arthropoda,2020-2024,3156,3,265,0.5372977493119522,0.011320754716981131
Procambarus clarkii,Arthropoda,2020-2024,3157,10,389,1.6761237088628498,0.02570694087403599
Procambarus clarkii,Arthropoda,2020-2024,3158,1,82,0.22630370469475658,0.012195121951219513
Procambarus clarkii,Arthropoda,2020-2024,3180,3,50,0.7630043344321268,0.06
Procambarus clarkii,Arthropoda,2020-2024,3205,1,366,0.16933763344737873,0.00273224043715847
Procambarus clarkii,Arthropoda,2020-2024,3206,2,149,0.39915098238271013,0.013422818791946308
Procambarus clarkii,Arthropoda,2020-2024,3289,1,233,0.18330726621844892,0.004291845493562232
Procambarus clarkii,Arthropoda,2020-2024,3290,2,304,0.3496312925073037,0.006578947368421052
Procambarus clarkii,Arthropoda,2020-2024,3291,2,73,0.46467698714823474,0.0273972602739726
Procambarus clarkii,Arthropoda,2020-2024,3299,1,131,0.204800443649844,0.007633587786259542
Procambarus clarkii,Arthropoda,2020-2024,3316,1,108,0.21315835557367352,0.009259259259259259
Procambarus clarkii,Arthropoda,2020-2024,3340,5,737,0.7571233391438625,0.0067842605156037995
Procambarus clarkii,Arthropoda,2020-2024,3341,3,3052,0.3738839567287039,9.82961992136304e-4
Procambarus clarkii,Arthropoda,2020-2024,3342,8,570,1.2603607145800897,0.014035087719298246
Procambarus clarkii,Arthropoda,2020-2024,3343,15,29,4.410211556928091,0.5172413793103449
Procambarus clarkii,Arthropoda,2020-2024,3426,1,241,0.18218461383423137,0.004149377593360996
Procambarus clarkii,Arthropoda,2020-2024,3435,2,95,0.4381786656282297,0.021052631578947368
Procambarus clarkii,Arthropoda,2020-2024,3461,1,1555,0.13605675963592642,6.430868167202572e-4
Procambarus clarkii,Arthropoda,2020-2024,3474,2,831,0.2974494111212165,0.0024067388688327317
Procambarus clarkii,Arthropoda,2020-2024,3475,1,232,0.18345128336892721,0.004310344827586207
Procambarus clarkii,Arthropoda,2020-2024,3476,4,542,0.6352120944347787,0.007380073800738007
Procambarus clarkii,Arthropoda,2020-2024,3477,4,11163,0.42916384659097995,3.5832661470930756e-4
Procambarus clarkii,Arthropoda,2020-2024,3478,3,1046,0.431425976363748,0.0028680688336520078
Procambarus clarkii,Arthropoda,2020-2024,3479,6,258,1.0797526814541965,0.023255813953488372
Procambarus clarkii,Arthropoda,2020-2024,3563,5,265,0.8954962488532537,0.018867924528301886
Procambarus clarkii,Arthropoda,2020-2024,3589,2,284,0.35382641809938753,0.007042253521126761
Procambarus clarkii,Arthropoda,2020-2024,3604,1,60,0.24325728130826463,0.016666666666666666
Procambarus clarkii,Arthropoda,2020-2024,3611,5,441,0.8208415097566074,0.011337868480725623
Procambarus clarkii,Arthropoda,2020-2024,3620,1,1316,0.13921543218620816,7.598784194528875e-4
Procambarus clarkii,Arthropoda,2020-2024,3621,4,2466,0.5121141815331706,0.0016220600162206002
Procambarus clarkii,Arthropoda,2020-2024,3622,5,1651,0.6747873314598013,0.0030284675953967293
Procambarus clarkii,Arthropoda,2020-2024,3697,5,658,0.7703301447707145,0.007598784194528876
Procambarus clarkii,Arthropoda,2020-2024,3698,2,389,0.33522474177256995,0.005141388174807198
Procambarus clarkii,Arthropoda,2020-2024,3708,1,519,0.15990204243343825,0.0019267822736030828
Procambarus clarkii,Arthropoda,2020-2024,3709,5,210,0.9342549588010973,0.023809523809523808
Procambarus clarkii,Arthropoda,2020-2024,3725,1,155,0.19802544836217253,0.0064516129032258064
Procambarus clarkii,Arthropoda,2020-2024,3726,2,14,0.7385387461377101,0.14285714285714285
Procambarus clarkii,Arthropoda,2020-2024,3737,2,5,1.1162212531024944,0.4
Procambarus clarkii,Arthropoda,2020-2024,3752,1,33,0.2835784920513334,0.030303030303030304
Procambarus clarkii,Arthropoda,2020-2024,3753,1,125,0.20677041149372208,0.008
Procambarus clarkii,Arthropoda,2020-2024,3755,3,303,0.5247482007586018,0.009900990099009901
Procambarus clarkii,Arthropoda,2020-2024,3757,1,954,0.14573623843668423,0.0010482180293501049
Procambarus clarkii,Arthropoda,2020-2024,3758,1,5540,0.11601021920231833,1.8050541516245486e-4
Procambarus clarkii,Arthropoda,2020-2024,3836,4,730,0.6065740379208461,0.005479452054794521
Procambarus clarkii,Arthropoda,2020-2024,3845,3,104,0.6446122816449131,0.028846153846153848
Procambarus clarkii,Arthropoda,2020-2024,3858,1,258,0.17995878024236606,0.003875968992248062
Procambarus clarkii,Arthropoda,2020-2024,3875,3,47,0.7749533004219863,0.06382978723404255
Procambarus clarkii,Arthropoda,2020-2024,3894,1,1082,0.14311290100607968,9.242144177449168e-4
Procambarus clarkii,Arthropoda,2020-2024,3969,1,1034,0.14404745418365533,9.671179883945841e-4
Procambarus clarkii,Arthropoda,2020-2024,3971,1,563,0.15785184471996094,0.0017761989342806395
Procambarus clarkii,Arthropoda,2020-2024,3972,1,840,0.14848710218668504,0.0011904761904761906
Procambarus clarkii,Arthropoda,2020-2024,3980,4,345,0.6841771809986167,0.011594202898550725
Procambarus clarkii,Arthropoda,2020-2024,3987,1,24,0.31066746727980593,0.041666666666666664
Procambarus clarkii,Arthropoda,2020-2024,3992,1,7,0.48089834696298783,0.14285714285714285
Procambarus clarkii,Arthropoda,2020-2024,3993,2,19,0.6676164013906681,0.10526315789473684
Procambarus clarkii,Arthropoda,2020-2024,3995,1,37,0.2749075777424936,0.02702702702702703
Procambarus clarkii,Arthropoda,2020-2024,4001,1,1,1.4426950408889634,1
Procambarus clarkii,Arthropoda,2020-2024,4022,3,1810,0.39991284790574166,0.0016574585635359116
Procambarus clarkii,Arthropoda,2020-2024,4023,4,226,0.7373339822690288,0.017699115044247787
Procambarus clarkii,Arthropoda,2020-2024,4032,1,478,0.16202989503727858,0.0020920502092050207
